Title,URL,Api
第1章 末世之后，我重生了,https://fanqienovel.com/reader/7181453438667096588,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7181453438667096588&item_id=7181453438667096588
第2章 白莲花,https://fanqienovel.com/reader/7181453641277473284,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7181453641277473284&item_id=7181453641277473284
第3章 购物囤货,https://fanqienovel.com/reader/7181453768402305593,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7181453768402305593&item_id=7181453768402305593
第4章 五星级酒店订购500桌酒席,https://fanqienovel.com/reader/7181453898543497765,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7181453898543497765&item_id=7181453898543497765
第5章 贷款搞钱,https://fanqienovel.com/reader/7181454078306681381,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7181454078306681381&item_id=7181454078306681381
第6章 打造顶级安全屋,https://fanqienovel.com/reader/7181454237044474420,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7181454237044474420&item_id=7181454237044474420
第7章 购买装备,https://fanqienovel.com/reader/7181454388492730914,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7181454388492730914&item_id=7181454388492730914
第8章 物资逐渐到位,https://fanqienovel.com/reader/7181454504489910818,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7181454504489910818&item_id=7181454504489910818
第9章 超级仓库,https://fanqienovel.com/reader/7181454671825863205,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7181454671825863205&item_id=7181454671825863205
第10章 怒怼舔狗,https://fanqienovel.com/reader/7181454828399231545,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7181454828399231545&item_id=7181454828399231545
第11章 安全屋打造完成,https://fanqienovel.com/reader/7181764150794650169,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7181764150794650169&item_id=7181764150794650169
第12章 搬空价值百亿的仓库,https://fanqienovel.com/reader/7181764361780724283,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7181764361780724283&item_id=7181764361780724283
第13章 冰河时代降临,https://fanqienovel.com/reader/7182157744680632835,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7182157744680632835&item_id=7182157744680632835
第14章 极度低温，我笑看外界风云,https://fanqienovel.com/reader/7182157860611031586,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7182157860611031586&item_id=7182157860611031586
第15章 白莲花讨要物资,https://fanqienovel.com/reader/7182537955066511884,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7182537955066511884&item_id=7182537955066511884
第16章 林大妈报复，张奕直接开怼,https://fanqienovel.com/reader/7182538170980893196,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7182538170980893196&item_id=7182538170980893196
第17章 欺软怕硬的林大妈,https://fanqienovel.com/reader/7182892369669259810,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7182892369669259810&item_id=7182892369669259810
第18章 玩狠的谁怕谁,https://fanqienovel.com/reader/7182892745818636855,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7182892745818636855&item_id=7182892745818636855
第19章 给你们洗个冰水澡,https://fanqienovel.com/reader/7183265397058208317,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7183265397058208317&item_id=7183265397058208317
第20章 开始躺平生活,https://fanqienovel.com/reader/7183265529770181154,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7183265529770181154&item_id=7183265529770181154
第21章 白莲花配绿茶,https://fanqienovel.com/reader/7183663359068209675,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7183663359068209675&item_id=7183663359068209675
第22章 还是备胎好用,https://fanqienovel.com/reader/7183663555810591267,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7183663555810591267&item_id=7183663555810591267
第23章 停水停电,https://fanqienovel.com/reader/7183974599699202597,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7183974599699202597&item_id=7183974599699202597
第24章 林大妈的威胁,https://fanqienovel.com/reader/7183974867539231236,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7183974867539231236&item_id=7183974867539231236
第25章 痛骂老太婆,https://fanqienovel.com/reader/7184368766996873761,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7184368766996873761&item_id=7184368766996873761
第26章 黑吃黑,https://fanqienovel.com/reader/7184369134795227663,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7184369134795227663&item_id=7184369134795227663
第27章 飞踹林小虎,https://fanqienovel.com/reader/7184777405020504580,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7184777405020504580&item_id=7184777405020504580
第28章 一包泡面2000块！,https://fanqienovel.com/reader/7184777648504209955,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7184777648504209955&item_id=7184777648504209955
第29章 第十日,https://fanqienovel.com/reader/7185031369414672936,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7185031369414672936&item_id=7185031369414672936
第30章 优质备胎,https://fanqienovel.com/reader/7185033348215996939,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7185033348215996939&item_id=7185033348215996939
第31章 张奕家太富裕，白莲花馋哭了,https://fanqienovel.com/reader/7185033471012799014,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7185033471012799014&item_id=7185033471012799014
第32章 白莲花软磨硬泡,https://fanqienovel.com/reader/7185033642731799101,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7185033642731799101&item_id=7185033642731799101
第33章 疯狂打脸,https://fanqienovel.com/reader/7185033862337659447,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7185033862337659447&item_id=7185033862337659447
第34章 丑人多作怪,https://fanqienovel.com/reader/7185034084337320500,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7185034084337320500&item_id=7185034084337320500
第35章 塑料姐妹花,https://fanqienovel.com/reader/7185034601327395384,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7185034601327395384&item_id=7185034601327395384
第36章 狠毒的女人,https://fanqienovel.com/reader/7185034750434902568,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7185034750434902568&item_id=7185034750434902568
第37章 杀上门,https://fanqienovel.com/reader/7185034991846785592,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7185034991846785592&item_id=7185034991846785592
第38章 泼你一头黄金液,https://fanqienovel.com/reader/7185035192736678457,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7185035192736678457&item_id=7185035192736678457
第39章 臭气弹,https://fanqienovel.com/reader/7185391982658159143,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7185391982658159143&item_id=7185391982658159143
第40章 枪声,https://fanqienovel.com/reader/7185392235700027942,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7185392235700027942&item_id=7185392235700027942
第41章 只会喊口号的邻居们,https://fanqienovel.com/reader/7185781106044568122,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7185781106044568122&item_id=7185781106044568122
第42章 储备粮,https://fanqienovel.com/reader/7185781380834394628,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7185781380834394628&item_id=7185781380834394628
第43章 她急了,https://fanqienovel.com/reader/7185781580424708648,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7185781580424708648&item_id=7185781580424708648
第44章 凭什么让我施舍？,https://fanqienovel.com/reader/7186169662173151777,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7186169662173151777&item_id=7186169662173151777
第45章 决定强攻,https://fanqienovel.com/reader/7186169989915738639,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7186169989915738639&item_id=7186169989915738639
第46章 高压电,https://fanqienovel.com/reader/7186170166038921760,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7186170166038921760&item_id=7186170166038921760
第47章 破伤风之箭,https://fanqienovel.com/reader/7186170368783024701,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7186170368783024701&item_id=7186170368783024701
第48章 没有药物只能等死,https://fanqienovel.com/reader/7186170580578599481,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7186170580578599481&item_id=7186170580578599481
第49章 腆着脸求张奕借药,https://fanqienovel.com/reader/7186170708475511328,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7186170708475511328&item_id=7186170708475511328
第50章 戏弄白莲花,https://fanqienovel.com/reader/7186604948866794036,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7186604948866794036&item_id=7186604948866794036
第51章 没药，等着感染吧！,https://fanqienovel.com/reader/7186605094190711299,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7186605094190711299&item_id=7186605094190711299
第52章 身家被曝光,https://fanqienovel.com/reader/7186605228760760844,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7186605228760760844&item_id=7186605228760760844
第53章 邻居们疯狂求张奕,https://fanqienovel.com/reader/7187032778767237644,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7187032778767237644&item_id=7187032778767237644
第54章 周可儿,https://fanqienovel.com/reader/7187032969977004579,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7187032969977004579&item_id=7187032969977004579
第55章 邻居们要刀张奕,https://fanqienovel.com/reader/7187033102118879778,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7187033102118879778&item_id=7187033102118879778
第56章 强攻,https://fanqienovel.com/reader/7187403886762656316,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7187403886762656316&item_id=7187403886762656316
第57章 死伤惨重,https://fanqienovel.com/reader/7187404246512468541,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7187404246512468541&item_id=7187404246512468541
第58章 绝望,https://fanqienovel.com/reader/7187404420060021282,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7187404420060021282&item_id=7187404420060021282
第59章 用力砸啊，是不是没吃饭？,https://fanqienovel.com/reader/7187746648280760887,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7187746648280760887&item_id=7187746648280760887
第60章 悬赏陈正豪,https://fanqienovel.com/reader/7187746852987470373,https://novel.snssdk.com/api/novel/book/reader/full/v1/?device_platform=android&parent_enterfrom=novel_channel_search.tab.&aid=2329&platform_id=1&group_id=7187746852987470373&item_id=7187746852987470373
